Title,Authors,ISBN10,ISBN13,Biblionumber,PublisherName
"HBR Guide to Critical Thinking","Harvard Business Review",1647824478,9781647824471,21465,H.B.R.
"Problem Solving for Results","Newman, Victor",1138256099,9781138256095,6635,Gower
"Problems and prospects for operation of indian nuclear insurance pool","New India Assurance",,,2616,"New India Assurance"
"Problems arising in the recruitment of staff with special reference to mehanisation","Insurance Institute of London",,,14183,"Insurance Institute of London"
"Problems for Student Investigation","Jackson, M.B. [Et.al]",,,18662,Maa
"Problems in insurance company mangement","Jaffee, Cabot L.",,,20734,Addison-Wesley
"Problems of Collection Development in Special Libraries","Sridhar, M.S.",8170224284,9788170224280,3456,"Concept Publishing"
"Insurance Legislation and Supervision in Developing Countries","United Nations Conference On Trade & Development.",,,7763,Unctd
"Insurance Legislation and Supervision in Developing Countries","United Nations Conference on Trade and Development",,,16424,"United Nations"
"Problems of fiscal management in the government","Tewari, A.C.",,,13414,Shirpa
"Problems of Indian Agriculture","Joshi, B.H.",817018942X,9788170189428,9244,"B.R.Publishing Corporation"
"Reinsurance Problems in Developing Countries","United Nations Conference On Trade and Development",,,21689,Unctd
"Reinsurance Problems in Developing Countries","United Nations Conference on Trade and Development",,,21690,"United Nations"
"Problems of the disability insurance","Munich Re",,,12236,"Munich Re"
"Report of Proceedings","Insurance Institute of Asia & The Pacific Manila.",,,16922,LIAp
"Proccedings of the workshop on drought mitigation planning in karnataka state","Govt, .Of Karnataka",,,20132,"Govt, .Of Karnataka"
"Procedural Elements for Computer Graphics","Rogers, David",,,9489,"Mac Graw Hill"
"Procedures for Administrative Support in the Automated Office","Kutie, Rita [Et.al]",0137164572,9780137164578,15155,"Prentice Hall"
"Proceedings of the Indian Science Congress","Indian Science Congress Association",,,9972,"Indian Science Congrass Association"
"Proceedings of the Indian Science Congress","Indian Science Congress",,,9973,"Indian Science Congracee Association"
"Proceedings of the 4th all India divisional manager's conference, jaipur 11-13 april, 1980","United India Insurance",,,5706,"United India Insurance"
"Proceedings of the Indian Science Congress","Indian Science Congress",,,11047,"Indian Science Congress Association"
"Proceedings of the Centenary Assembly of the Institute of Actuaries","Institute of Actuaries",,,887,"Institute of Actuaries"
"Proceedings of the seminar on u/w inward reinsurance business, b","Gic, Thailand.",,,17871,"General Insurance Industry, Th"
"Proceedings of the Indian Science Congress","Indian Science Congress Association",,,8199,"Indian Science Congress Association"
"Proceedings of the symposium","Kouatly, Youssef I.",,,8122,"University of Hartford"
"Proceedings of the World Bank Annual Conference on Development Economics, 1991","World Bank",,,15316,W.B.
"Quarterly Review of Commission Proceedings","National Insurance Commission",,,18571,"National Insurance Commission"
"The Process of Development of Societies","Alexander, K.C.",0803991711,9780803991712,22364,Sage
"The Process of Management","Newman, William H.",,,10356,"Prentice Hall of India"
"The Process of Management","Mcalpine, T.S.",9812075100,9789812075109,15517,"Vikas Publishing House- Tarang"
"The Process of Management","Newman, William",,,15056,"Prentice Hall of India"
"Process Politics",Guthrie,,,13408,"University Associates"
"The Prodigal Daughter","Archer, Jeffery",0330524712,9780330524711,2986,"Cornet Books"
"Prodigal Sins","Miles, Rosalind",0747236496,9780747236498,706,"Headline Publishing"
"Producing High-impact Learning Tools","Wade, Pamela A.",0749417110,9780749417116,19107,"Kogan Page"
"Producing Useful Knowledge for Organizations","Kilmann, R.H. & Others Eds.",,,17309,Jossey-Bass
"Product Brand to Compony Brand","Suresh, J.",,,24352,"All India Management Association"
"Product innovation in indian financial sector with special reference to asset securitisation","Mishra, Rabi N.",,,15793,"Indian Institute of Bankers"
"Product liability international",,,,33787,
"PRODUCT MANAGEMENT IN INDIA","Majumdar, R.",8120333837,9788120333833,17043,"Prentice Hall"
"The Product Manager's Handbook","Harrison, Tony",1850916179,9781850916178,5194,"Kogan Page"
"Product Planning and Management","Moore, W.L. [Et.al]",0071127402,9780071127400,1875,Mcgraw-Hill
"Product recovery DVD-ROM TOSHIBA: Satellite A100/Satellite Pro A100","Microsoft Corporation",,,24596,"MICROSOFT CORPORATION"
"Production and Creativity in Advertising","Evans, Robin",027302728X,9780273027287,3766,"Wheeler and Company"
"Production and Inventory Control","Plossl / Wight",,,20815,"Prentice Hall of"
"Production And Operations Management","Rao, T. V",8196723970,9788196723972,22144,"Vikas Publishing House"
"Production and Operations Management","Weiss, H and Gershon, E",,,22145,"Allyn & Bacon Inc"
"Seed-Borne Diseases Objectionable in Seed Production and Their Management","Raut, V. S.",9387893138,9789387893139,18001,"S. Chand & Company"
"The Productive Supervisor","Riggs, James",0137253672,9780137253678,20476,"Prentice Hall, Inc."
Productivity,"Timpe, A.",0816019053,9780816019052,3045,"Jaico Publishing"
"Productivity & self fulfilling prophecy",NEIFL,,,25226,
"Productivity and Growth in Indian Manufacturing","Ahluwalia, Isher",,,14356,"Oxford University Press"
"Productivity and Quality","Adam, Everett, E. [Et.al]",,,16293,"Prentice Hall, Inc."
"Productivity by Choice","Stankard , Martin F.",,,18531,"John Wiley & Sons"
"Productivity in major manufacturing industries in India 1973-74 to 1997-98","Trivedi, P. [Et.al]",,,1844,"Reserve Bank of India"
"Productivity Management","Sawhney, S.C.",0074603671,9780074603673,22417,"Tata Mc-Graw Hill"
"Productivity management","Chen, Gordon K.C. [Et.al]",483370093X,9784833700931,7012,"Dryden Press"
"Productivity planner",Limra,,,15079,"Limbra International, Inc."
"Prof g s diwan (1901-1987)","Diwan, G.S.",,,5611,N.A.
"Professioanl practice for architects and consulting civil","Gopinatha Rao, C.H.",,,6151,"The Author"
"Professional decision thinker","Heirs, B",,,361,"Sidgwick & Jackson"
"Professional interviewing","Millor, Rob",,,2873,"Routledge Publications"
"The Annals - The Society of Chartered Property & Casualty Underwriters","Society of Chartred & Property",,,3328,CPCU
"Professional Liability Pitfalls for Financial Planners","Toman Cubbage",,,16151,"Prentice Hall"
"Professional liability today",,,,33580,
"Professional life advisor's guide (contains 370 pages) - e-book in the form of PDF file","Life Insurance College",,,23853,"Life Insurance College"
"Professional Management: New Concepts and Proven Practices","Allen, Louis A.",0070011109,9780070011106,10392,"Tata Mcgraw-Hill"
"Professional management development phase II- sales manager","Metropolitan Life Insurance Co.",,,5925,"Metropolitan Insurance"
"Professional management in India","Shamanna, K.",,,14147,"Himalaya Publishing House"
"Professional negligence and insurance law","Jones, N.F. & Co.",,,16713,"Lloyd's of London Press"
"Professional Office Procedures","Cooperman, S.H.",,,5908,"Prentice Hall"
"The Professional Programmers Guide To C","Mckay, Pat",0203168593,9780203168592,3430,"Galgotia Publication"
"Professional programmes guide to modula -2","Sutherland, Robert",,,4392,"Pitman Publishing"
"Professional systems analysis","Matthies, E.",,,6916,
"Professional underwriter and the computer","Scanlan W.",,,15544,"The Insurance Institute of Lon"
"Professor Teaches Windows 95 (Original CD)",,,,22969,
"Profile and analysis of pune mfg inc",Mccia,,,1968,"Mahratta Chamber of Commerce Industries and Agriculture"
"Profile of a branch manager","Life Insurance Corporations of India",,,17200,"Life Insurance Corporations of India"
"Profile of an early death claim","Bhaskar Rau, G.N.",,,18514,N.I.A.
"Financial Management by Dr. F. C. Sharma, C S Rachit Mittal - (English)","Mittal, A. C",,,4318,"Omsons Publications"
"Profile of policy holders raising loans in satara division","Joshi, R.V.",,,20188,"National Insuance Academy"
"Profile of policy holders raising loans in satara division","Joshi, R.V.",,,20189,
Report,"General Insurance Corporation of India",,,3351,"General Insurance Corporation of India"
"SAE 2000 India Mobility Conference","Society of Indian Automobile Manufacturers",0768005531,9780768005530,5462,"Society of Indian Automobile Manufacturers"
"Profiles in Creativity","Upadhyay, Madhu",,,14821,"Namaste Export"
"Proceedings of the United Nations Conference on Trade and Development","United Nations Conference On Trade and Development",,,7621,Unctad
"Profit Secrets from a No-nonsense CEO: 156 Ways to Succeed in Today's Business World","Sutton, Gary [Et.al]",9839214209,9789839214208,16522,"Career Press"
"Profit Strategies for Business","Rachlin, Robert",0938712012,9780938712015,14719,"Prentice Hall Publications."
"Profitability of evaluation in marketing strategies planned by insurance companies in pune, India","Enayati, Gholmerza",,,14099,"Pune University"
"Profiting from chaos","Voga, Tonis",,,13489,"Mcgraw Hill"
"The Programmer's Technical Reference","Williams, Dave",1850581991,9781850581994,6102,"Galgotia Publications"
"Programmers guide to the ibm pc & ps/2","Norton, Peter & Wilton, Richard",,,20915,"Microsoft Press"
"Fundamentals of C++ Programming","Subramanian, N.",8184950012,9788184950014,22323,
"CRACKING THE CODE PROGRAMMING FOR EMBEDDED SYSTEM (With CD )","Dreamtech Software Team",8126502967,9788126502967,24774,"Wiley Dreamtech India (P) Ltd."
"Programming fox pro 25 (covers 26)","Liskin, M.",,,5330,"BPB Publication"
"Programming HTML Intermediate (Original CD)",,,,23372,
"Programming HTML Introduction (Original CD)",,,,23549,
"Programming in c","Kochen, Stephen G.",,,9282,"CBS Publisher"
"Programming in C","Krishnamoorthy V & Radhakrishnan K.R",0074601946,9780074601945,9283,"Tata Mcgraw Hill"
"Programming in HTML 3.2 Advanced",RU,,,22950,
"Programming in Pascal","Gear, C. William",0023412054,9780023412059,14175,"Galgotia Publication"
"Programming in Visual Basic, Version 6.0","Bradley, Julia Case",0072311908,9780072311907,23594,"Tata McGraw-Hill Publishing Company Limited"
"Programming Languages","Pratt, T.W.",,,19508,"Prentice Hall of Publication"
"Programming Microsoft Visual Basic .NET Version 2003","Balena, Francesco",0735620598,9780735620599,25022,"WP Publishers and Distributors Pvt.Ltd."
"Programming Microsoft Visual C++","Kruglinski, D.J. [et al.]",1572318570,9781572318571,24329,"WP PUBLISHERS AND DISTRIBUTORS"
"Programming on Purpose","Plauger, P.J.",0137213743,9780137213740,19771,"Prentice Hall"
"Programming on Purpose","Plauger, P.J.",0137213743,9780137213740,4813,"Prentice Hall"
"Programming the Intel 80386","Bud, E. Smith",,,8863,"BPB Publications"
"Programming the Microsoft Windows Driver Model","Oney, Walter",0735618038,9780735618039,24684,"WP Publishers and Distributors Pvt.Ltd."
"Programming Windows","Petzold, Charles",0735646031,9780735646032,23081,"WP Publishers and Distributors Pvt.Ltd."
"Programming with C","Kaicker, Sudhir",0333909704,9780333909706,15949,"Macmillan India"
"The Progress of Management","Schnee, Jerome E.",,,14238,"Prentice Hall, Inc."
"Progressive life insurance company ltd annual report 2008","Progressive Life Insurance Company",,,2584,"Progressive Life Insurance Company Ltd"
"Projecst management in public enterprise","Bureau of Public Enterprise",,,19471,"Standing Conference of Public Enterprise"
"Adaptive Management for Water Resources Project Planning","National Institute of Bank Management",0309091918,9780309091916,2572,"National Institute of Bank Management"
"Project Financing: Analyzing And Structuring Projects","Fabozzi, Frank [Et.al]",9811233187,9789811233180,15644,
"Project financing","Pahwa, H.P.S. [Et.al]",,,15645,"Bharat Law House"
"Project Management","Kerzner, Harold",1119805384,9781119805380,1434,"CBS Publishers & Distributors"
"Project oasis (old age social and income security) committee report","Dave, S.A.",,,6942,
"Project on branch computerisation","Sane, Meena S.",,,4546,
"Project, Planning and Management","Shaghil, M.",8170443113,9788170443117,4991,"Printwell Publishers"
"Project planning for irdp","Sharma, P.N.",,,15587,"Print House"
"Project report 'life insurance census' vikarabad","Hyderabad Insurance Institute",,,14915,Fji
"Project report on banc assurance business in India","Diwate, Rhushikesh P.",,,14058,"Shivaji University"
"Project report on decision support system for marine cargo underwriting","Shaligram, N.",,,5633,NA
"Project report on library management system","Joshi, S.K.",,,7295,NA
"Project report on programme management system of national insurance academy","Nampoothiri, Parmeswaran K.N.",,,10602,"National Insurance Academy"
"Project report on training programme management system","Lokhande, S.",,,7424,NA
"Project report on web enabled olap system for stock forex and insurance market (wossfi)","Bhandare, Vishal V.",,,11760,"Pune University"
"Projected Still Images in Training","Thorpe, Roy",0940813394,9780940813397,21316,"The Pirthenon Publishing Group Ltd"
"Projection of general insurance business for 1980 & 1981","National Council of Applied Economic Research",,,5561,"General Insurance Corporation of India"
Projects,"Chadra, Prasanna",,,19680,"Tata Mac Graw Hill Co"
Projects,"Chandra, P.",0074620495,9780074620496,4529,Tmh
"The Promise","Steel, Danielle",0751584002,9780751584004,13089,"Dell Book"
"Promoting Sales","Dibbs, Owen [Et.al]",,,17136,"International of Labour Organisation"
Promotion,"Kincaid, W.M. Jr.",,,3344,"Merrill Publication"
"Promotion of fodder and fuelwood trees","Hedge, N.G. & Others",,,5073,Baif
"Promotion of life insurancd in developing countries","United Nations Conference on Trade and Development",,,7175,"United Nations"
"Promotion of life insurnce in developing countries","United Nations Conference On Trade & Development.",,,3723,Unctad
"Rural Development and Social Forestry","Hegde, N.G. [Et.al]",,,13980,Baif
"Survey of Best Practices in Investment Promotion","United Nations Conference on Trade and Development",,,18208,"United Nations"
"Promotional Culture","Wernick, Andrew",,,6064,"Sage Publications"
"I.I.I. Insurance Fact Book","Insurance Information Institute",0932387012,9780932387011,19577,
"Property and casualty claims",CII,,,3590,CII
"Property and marine insurance trends for the manufacturing sector",IIRM,,,5278,"India Insure Risk Management and Insurance Broking Services"
"Property and Pecuniary Insurances","Hall, Chas E.",0907323235,9780907323235,22078,"C.I.I. Tuition Service"
"Property and pecuniary insurance[replaced with 2018]",,,,13658,
"Property insurance","Munich Re",,,5688,"Munich Re"
"Property insurance","Wildman, P.",,,5690,CII
"Property insurance",FTBI,,,5691,FTBI
"Property insurance -risk assessment and control","Way, G.M. [Et.al]",,,12550,CII
"Property insurance II",FTBI,,,6506,FTBI
"Property insurance seminar, conference papers london, may 1994",AIRMIC,,,13463,"Association of Insurance and Risk Managers in Industry and Commerce"
"Property Insurance Underwriting","Durrant, J.E. [Et.al]",185369133X,9781853691331,2152,CII
"C. I. I. Property Insurance Underwriting and Claims","Jones, F",0785542639,9780785542636,21367,"Chartered Insurance Institute"
"Property-casualty insurance accounting",Iasa,,,11680,Iasa
"The Final Prophecies of Nostradamus","Cheetham, Erika",039951516X,9780399515163,15973,Transworld
"Propher of profits",Lee,,,13357,"Institute of Actuaries"
"Proportional reinsurance accounting and statistical procedures workbook and answerbook","Swiss Re",,,11377,"Swiss Reinsurance Company"
"Proposal for a corporate development centre for the oriental fire and gic prepared by-mnvnair and others","Indian Institute of Management",,,4245,Ofgic
"Proposed framework for financial planning","Hunt, P.",,,17238,"National Institute of Bank Management"
"2004 Statement of Concepts",FASB,0471703524,9780471703525,11422,FASB
"Prospecting: knowing people and their presonalities","Rathod, Bhupendra",,,25030,"Rishabh Arts"
"The Prospects of Rural Development","Giriappa, S.",,,9009,"Daya Publications"
"Bulletin and Prospectus","College of Insurance",,,920,"The CII College of Insurance"
"Prospectus short training courses 1981","West African Insurance Institute",,,13761,"West African Institute"
"Prosper through environmental leadership","Jablonski, J.R.",,,3408,Tmc
"Gebroken welvaartscirkel","Wee, Herman",0520058194,9780520058194,6755,Viking
"Prosperity through safety (V00037), Fire at Unifero Works (V0017",,,,24223,
"Protecting hazardous installations","Bowring Protection Company",,,8772,"Borwring Protection Consultant"
"Protection and promotion human rights: a distance learning module",YASHADA,,,23161,YASHADA
"Protection and promotion of human rights","Dixit Pravin",,,54,Yashada
"'Financial Times' World Insurance Year Book","Financial Times Business Information",0900671955,9780900671951,4641,"Financial Times Business Information"
Proteus,"West, Morris",1760638374,9781760638375,12890,"W. Heineman"
"The Proud and the Free","Dailey, Janet",070898861X,9780708988619,10040,"Warner Books"
"Prout and Economic Reform in India and the Third World","Batra, Ravi",,,16034,Jaico
"Proven strategies for the safe and successful use of derivatives",,,,11741,"Euro Forum"
"Providing insurance to low income households","Brown, Warren",,,111,"Microenterprise Best Practices"
"Provisional population totals","Chandramouli, C.",,,11091,"Office of The Registrar General, India"
"Provisional population totals","Chandramouli, C.",,,11092,"Office of The Registrar General, India"
"Proxy server netcore cent OS",Proxy,,,23216,
"Psychology of Language","Forrester, M.A.",1849207216,9781849207218,3837,Sage
"Psu stocks","Yasaswy N.Y.",,,14417,"Vision Books"
"Psycho-Cybernetics (Updated and Expanded)","Maltz, Maxwell",1800812930,9781800812932,10115,"Pocket Books"
"Psycho-cybernetics 2000 00","Sommer, B. [Et.al]",0137359039,9780137359035,22313,Prentice-Hall
"Psychological Aspects of Polarisation Phenomenon","Suar, D.",8170224136,9788170224136,18145,Jirupathi
"Psychological Contracts in Organizations","Rousseau, D.M.",0803971052,9780803971059,6280,Sage
"Psychological Dimensions of Organizational Behavior","Staw, Barry M",,,10677,"Macmillan Publishing Company"
"An Introduction To Psychology","Mangal, S.K.",8120718402,9788120718401,17126,"Sterling Publishers"
"Introduction to Clinical Psychology","Bernstein, D.A.",1108705146,9781108705141,17127,"Houghton Mislin"
Psychology,"Kagan, J. [Et.al]",0155014765,9780155014763,17128,"Hbj College"
"Work and Organizational Psychology","Cooper, Cary L.",1317510100,9781317510109,2184,"British Psychological Society and Mcmillan Press"
"Psychology Applied to Work","Muchinsky, Paul M",,,8642,"The Dorsey Press"
"How to Use Psychology for Better Advertising","Hattwick, Melvin S.",1258469782,9781258469788,4258,"International Correspondence"
"The Psychology of Leadership","Deville, Fard",0451623894,9780451623898,20582,"New American Library"
"The Psychology of Personnel Selection","Cooper, D. [Et.al]",,,18295,Routledge
"Psychology of selling","Workman, Edward A. [Et.al]",,,21755,"Market Builder Library R R Newkirk"
"The New Psychology of Winning","Waitley, Denis",1722503610,9781722503611,3957,"Berley Books"
"Psychology of Work Behavior","Landy, Frank J. [Et.al]",0534110916,9780534110918,12206,"Dorsey Press"
Psychometricmethods,"Guilfard I.P.",,,11019,"Tata Mc Graw Hill Publishing"
"Psychosocia stress","Kaplan, H.B. Ed.",,,12059,"Academic Press"
"Public-private Responsibilities in Urban Housing","Umashankar P.K. [Et.al]",,,14495,"Reliance Publ & Iipa"
"Public & product liability insurance",GIC,,,22934,
"Public Administration","Avasthi, A. [Et.al]",,,5727,"Lakshmi Narain Agarwal"
"Public and product liability insurance (39 Min.)",GIC,,,24539,"General Insurance Corporatin of India"
"Edited Transcript on the Subject of Public Utility Regulatory Lag","Insurance Information Institute",,,2661,"Insurance Information Institute"
"Public Attitudes Toward Civil Justice","Zuger, Martin",,,17231,"Insurance Information Institute."
"Public Enterprise Boards","Ratnam, C. S.",,,9908,"Himalaya Publislhing House"
"Public Enterprise in an Intermediate Regime","Ahmad, Muzzafer",,,5201,Icpe
"Public Enterprise Investment Decisions in India","Raj, A. Besant C.",,,11604,"Mc Millan of India"
"Performance Evaluation For Performance Improvement","Basu, Pralhad Kumar",8170232775,9788170232773,6513,"Allied Publishers"
"Public enterprises and employment in developing countries","Lakshman, W. D",,,17984,"International Centre For Public Enterprises In Developing"
"Public Enterprises and Parliamentary Committees in India","Ananda Rao C. R.",,,20348,"Chugh Publication"
"Public enterprises surevy 1986-87","Bureau of Public Enterprise",,,19184,
"Public enterprises survey","Govt.Of India, Ministry of Industry",,,15089,GOI
"Public enterprises survey 1980-81 annual report on the working of industrial and commercial undertakings of the central governement","Ministry of Finance",,,18418,"Controller of Publication"
"Public enterprises survey 1980-81 annual report on the working of industrial and commercial undertakings of the central governement","Ministry of Finance",,,18419,"Controller of Publications"
"Public enterprises survey; annual report of the working of industrial and commercial undertakings of the central governement 1985-86","Bureau of Public Enterprise",,,8787,
"Public Finance and Public Choice","Cullis, John [Et.al]",0198775792,9780198775799,14052,"Mac Graw Hill Inc."
"Public financial institutions and their role in developing countries",Icpe,,,8039,Icpe
"Third Party Insurance","Batten, A. [Et.al]",,,18632,"Stone & Cox Pub Ltd"
"Public liability insurance act 1991",PBP,,,1524,"Professional Book Publishers"
"The Public Liability Insurance Act, 1991","Karkara, G.S.",,,17579,
"The Public Interest Now in Property and Liability Insurance Regulation","Insurance Information Institute",,,13300,"Insurance Information Institute"
"Public premises",PBP,,,9957,"Professional Book Publishers"
"Offences Against Religion and Public Worship","Law Publishers",,,9958,"Law Publishers"
"Public provident fund act, 1968 (23 of 1968)",PBP,,,5950,"Professional Book Publishers"
"Public relations","Basu Anil.",,,4467,"Space Age Publication"
"This Business of Life : a Detailed Guide to Life Insurance and Annuities for Canadian Customers","Canadian Life and Health Insurnce Association, Inc.",,,17414,"Canadian Life and Health Insur"
"Public Relations For Your Business","Jefkins, Frank.",8179922723,9788179922729,6478,"W. H. Allen &"
"The AMA Handbook of Public Relations","Dilenschneider, R. [Et.al]",0814415253,9780814415252,14207,Ubspd
"Public Relations In India","Kumar, Rajesh",8126124601,9788126124602,5243,"Shri. Bala Sundari Publications"
"Public Relations is Your Business","Thomas, Colin",,,16609,"Business Books"
"The Public Relations Writer's Handbook","Aronson, M. [Et.al]",1118041070,9781118041079,12853,"Lexington Books"
"Public Sector Accounting","Jones, Rowan",0273720368,9780273720362,6463,"Elbs/Pitman Publication"
"Public Sector Industrial Relations","Beaumont, P.B.",,,21444,"Routledge Publication"
"Public Sector Management","Gedam, R",,,20028,
"The Public Speaker's Source Book","Prochnow, H.V. [Et.al]",0722529899,9780722529898,2639,
"The Publicity Handbook","Yale, D.R.",,,16618,"NTC Publishing"
"The Publicity Handbook","Yale, David",,,16619,"Nic Business Books"
"Pula panchyahattar पु ल पंच याहत तर","Tikekar, Arun",,,6321,"Gauravgranth Samit"
"Pulling your ocon strings","Dyer, Wayne W.",,,12066,Hamlyn
"Punarvasan (kathasangraha)","Shanbhag, Madhuri",,,14599,"Navchaitanya Prakashan"
"Pune - ek sathwan पुण एक साठवण","Bhurke, Syam.",,,18127,Sun
"Pune - know your city","Gogate, N.V.",,,6275,"Ananad Pustak Mandir"
"Pune a to z","Barve, Subhash",,,21460,S.P.Barve
"Pune a to z","Barve, S.Compl.",,,21461,S.P.Barve
"Pune darshan (set of 12 picture post cards)",,,,8972,"Disha Publishers and Distributors"
"Pune education directory","Jadhav, Narendra Ed.",,,15473,"Media 4 U Group of Publications"
"Pune guide",,,,16979,"Pune Commercial Guide Publications"
"Pune IT Directory in excel 2006","Renaissane Technologies",,,24357,"Renaissane Technologies Pvt. Ltd."
"Pune itihas darshan","Bharatiya Itihas Sankalan Samiti",,,17246,"Bharatiya Itihas Sankalan Samiti"
"Pune telecom directory: includes telephone subscribers of Pune, Pimpri - Chinchwad , government and rural sections",,,,23986,"BSNL Pune"
"Pune tourist map with pictures map",,,,4343,"Barve, S. P.,"
"Pune's most powerful 2016-17",Femina,,,7976,"Worldwide Media"
"Punha mi majha","Gokhale, Chandrakant",,,16290,"Chchaya Bhaskar Gokhle"
"Punha tukaram पुन हा तुकाराम","Chitre, D.P.",,,5529,Popular
"Punha yadonki barat पुन हा याद ंकी बारात","Kanekar, Shirish",,,10522,"Raja Prakashan"
"Punishment and Modern Society","Garland, David",,,7081,"Clarendon Press"
"Punyache peshave पुण याच प शव","Kulakarni, A.Ra.",,,22120,"Rajahans Prakashan"
"Purchasing and Materials Management","Dobler Donald, W",,,21918,"Tata Mcgraw Hill"
"Procurement, Principles & Management, 10/E","Baily, P.J.H.",8131728129,9788131728123,2481,"Chapman & Hall"
"Pursuing Customers","Prus Robert C.",0803934084,9780803934085,9479,"Sage Publication"
"Pursuit of happyness: Disc 1 and 2  (VCD)","Smith, Will",,,24343,Sony
"Purushanchi goshta पुरुषांची ग ष ट","Gokhle, Arvind",,,22277,Akshar
"Purusharaj aloorpande पुरुषराज अळ रपांड","Deshpande, Pu.La. Ani Itar.",,,5910,Mauj
Purushottam,"Mishra, Bhagavatisharan",,,11870,"Rajpal and Sanj"
"Purva प र वा","Bhagvat, Durga",,,9042,"Dimpal Publication"
"Purva-apurva प र व - अप र व","Sanzhagiri, Dwarkanath",,,20219,"Dnyada Publications"
"Purvrang  पूर्वरंग","Deshpande, Pu. La.",,,13651,"Sreevidhya Prakashan"
"Gopal Krishna Gokhale","Talwalkar, Govind",818274833X,9788182748330,14995,Majestic
"Pustakanchi ajab duniya","Israel, Samuel",,,779,"National Book Trust"
"Putting Management Theories to Work","Kellogg, M. S.",,,9593,"Prentice Hall Inc."
"Putting Strategy to Work","Obeng, Eddie",,,18083,"Pitman Publication"
"Putting stress to work (14 Minutes)",BBC,,,24059,"BBC WORLDWIDE LTD."
"Pyaar ke side effects","T Series",,,25591,
"Pygmalion Effect (33 Minutes) (Disc 1) Training Support Material (Disc 2)","HRD Multimedia",,,24272,"HRD Multimedia"
"Q Methodology","Mckeown, B. [Et.al]",0803927533,9780803927537,6781,"Sage Publications"
"Qc handbook",,,,20722,
"Qml overview","Govt. Center For Information Systems",,,477,Ccta
Qnx,"PC Quest",,,25285,
"QSB + Quantitative Systems for Business Plus","Chang, Yih-Long [Et.al]",,,5774,"Prentice Hall"
"Quality by Design","Ealey, L.A.",,,21276,ASI
"Quality Circle",,,,24838,
"Quality circle in banks","Amsa, P.",,,15893,"National Institute of Bank Management"
"Quality Circles","Robson, M",,,950,"Gower Publishing Company"
"Quality circles","Mankindy, Jacob",,,951,"Himalaya Publishing House"
"Quality circles","Chandra, Durgesh",,,952,"Tata Mcgraw Hill Book Company"
"Quality circles","Dey, B. R",,,953,"Macmillan India"
"Quality circles","Chandran, S. A.",,,954,"Essae Cxhandran Institute"
"Quality Circles Handbook","Hutchins , David",,,8356,"Pitman Publication"
"Quality circles in India",UDPA,,,11451,"Tata Mc Graw Hill Pub."
"Quality control and application","Hansen, B.L. [Et.al]",,,6540,"Prentice Hall of India"
"Quality Depends on You","Dee, David",9831362098,9789831362099,1254,"Dartnell Corp."
"Quality Dynamics for the Service Industry","Drewes, W.F. Ed.",,,17685,"Asqc Quality Press"
"Quality for progress and development","Boss, Mukherjee & Ramamurthy",,,745,"Wieley Easteru"
"Quality Function Deployment","Day, Ronald G.",,,15274,"Tata Mcgraw Hill"
"Quality guide to iso 9001 and 9002","Singh, A.N.",,,15588,"Kaizen Books"
"Quality in Action","Townsend, P.L. [Et.al]",0471161365,9780471161363,20191,"J. Wiley"
"Quality is Free",Crosby,0451624688,9780451624680,29,"Mc Graw Hill Publication"
"Quality is Still Free","Crosby, Philip B.",,,8238,"Mcgraw Hill"
"Quality Management Handbook","Anand, K.K. and Others",070698918X,9780706989182,5776,Vikas
"Quality management in service organisations","Gummesson, E.",,,13475,Isqa
"Quality management of safety and risk analysis","Suokas, J. [Et.al]",,,19914,Elsevier
"Quality management system audit","Moore, C.A.",,,6003,Ccta
"Quality management system implementation","Ashby, R.",,,2943,Ccta
"The Quality of Life","Mukherjee, R.",,,21244,"Sage Publications"
"Quality of training at national insurance academy","Doss, G.S.",,,17965,"National Insurance Academy"
"Quality Planning and Analysis","Juran, J.M.",,,11521,"Tata Mcgraw Hill"
"Quality Quotes","Gomes, Helio",0873894073,9780873894074,8235,"Asqc Quality Press"
"How to Give Quality Service to Your Customers","Denton, D. Keith",8185392544,9788185392547,18719,"Gulf Publications"
"Coal Quality and Combustion Performance","Barratt, C. and Others",,,2766,Ccta
"Quality Through Statistical Thinking","Robertson, G.H.",0941243087,9780941243087,1622,"American Supplier Inst."
"Elements of Quality","Moore, C.A.",0967774136,9780967774138,19513,Ccta
"Quality transformation success story from storage tek","Stratlon, A.D.",,,4629,Asqc
"Quality Wars","Main, J.",1439138451,9781439138458,3370,
"Managerial Economics","Raj Kumar, C.",8185044473,9788185044477,7985,"Excel Publications"
"Quantitative Approaches to Management","Levin, Richard and Others",,,10197,"Mac Graw Hill Inc"
"Quantitative Approaches to Management","Levin, Richard and Others",,,10198,"Mac Graw Hill Inc"
"Quantitative Methods","Friend, Derek",058229696X,9780582296961,20382,"Longman Group Uk"
"C. I. I. Quantitive Methods As Applied to Insurance","Dickson G.C.A.",0785542612,9780785542612,1439,
"C. I. I. Quantitive Methods As Applied to Insurance","Dickson, G.C.A.",0785542612,9780785542612,12781,"Chartered Insurance Institute"
"Quantitative methods as applied to insurnce (ciits course no 11","Dickson, G.C.A.",,,8395,"CII Tution Services"
"Quantitative Methods for Business Decisions","Lapin, L.L.",,,7514,"Dryden Press"
"Quantitative Methods for Decision Making in Business","Trueman, Richard",4833700611,9784833700610,10729,"Dryden Press"
